URL,Type,Size,Levels,Garage,Taxes,MLS Number,Price,address,garage,bedroom,bathroom,date released
https://www.zoocasa.com/vancouver-bc-real-estate/2354-burquitlam-dr,Single Family Residence,1700 sqft,Residential,No,"$9,253",R2948263,"$2,589,800"," 2354 Burquitlam Dr, Vancouver, British Columbia",4,3,1,1953
https://www.zoocasa.com/vancouver-bc-real-estate/downtown/3008-1033-marinaside-cres,Apartment/Condominium,1046 sqft,Residential,Yes,"$4,110",R2945354,"$1,249,000"," 3008 - 1033 Marinaside Cres, Vancouver, British Columbia",0,2,2,2001
https://www.zoocasa.com/vancouver-bc-real-estate/downtown/705-150-e-cordova-st,Apartment/Condominium,498 sqft,Residential,Yes,"$1,262",R2946140,"$420,000"," 705 - 150 E Cordova St, Vancouver, British Columbia",0,1,1,2016
https://www.zoocasa.com/vancouver-bc-real-estate/5142-killarney-st,Single Family Residence,1923 sqft,Residential,Yes,"$8,488",R2945519,"$2,999,000"," 5142 Killarney St, Vancouver, British Columbia",2,5,4,2010
https://www.zoocasa.com/vancouver-bc-real-estate/harlin/319-8633-river-district-cross,Apartment/Condominium,788 sqft,Residential,Yes,,R2944675,"$901,900"," 319 - 8633 River District Cross, Vancouver, British Columbia",1,2,2,2028
https://www.zoocasa.com/vancouver-bc-real-estate/yaletown-park-2/1602-909-mainland-st,Apartment/Condominium,665 sqft,Residential,Yes,"$2,143",R2945924,"$728,800"," 1602 - 909 Mainland St, Vancouver, British Columbia",1,1,1,2006
https://www.zoocasa.com/vancouver-bc-real-estate/downtown/2709-501-pacific-st,Apartment/Condominium,631 sqft,Residential,Yes,"$2,262",R2945090,"$799,000"," 2709 - 501 Pacific St, Vancouver, British Columbia",1,1,1,1999
https://www.zoocasa.com/vancouver-bc-real-estate/renfrew-collingwood/1608-5058-joyce-st,Apartment/Condominium,445 sqft,Residential,Yes,"$1,612",R2945153,"$494,000"," 1608 - 5058 Joyce St, Vancouver, British Columbia",0,1,1,2021
https://www.zoocasa.com/vancouver-bc-real-estate/renfrew-collingwood/5529-slocan-st,Multi Family,1989 sqft,Residential,Yes,,R2948935,"$1,889,000"," 5529 Slocan St, Vancouver, British Columbia",2,4,4,2024
https://www.zoocasa.com/vancouver-bc-real-estate/24-94-king-edward-ave-w,Apartment/Condominium,656 sqft,Residential,No,"$2,591",R2945755,"$889,000"," 24 - 94 King Edward Ave W, Vancouver, British Columbia",0,1,1,2022
https://www.zoocasa.com/vancouver-bc-real-estate/west-end/1302-1003-burnaby-st,Apartment/Condominium,643 sqft,Residential,Yes,"$2,004",R2948652,"$639,000"," 1302 - 1003 Burnaby St, Vancouver, British Columbia",1,1,1,1999
https://www.zoocasa.com/vancouver-bc-real-estate/sunset/617-e-52nd-ave,Single Family Residence,3537 sqft,Residential,Yes,"$14,882",R2945784,"$3,998,000"," 617 E 52nd Ave, Vancouver, British Columbia",6,5,5,1933
https://www.zoocasa.com/vancouver-bc-real-estate/mount-pleasant/1101-181-w-1st-ave,Apartment/Condominium,686 sqft,Residential,Yes,"$2,614",R2948688,"$888,000"," 1101 - 181 W 1st Ave, Vancouver, British Columbia",1,1,1,2010
https://www.zoocasa.com/vancouver-bc-real-estate/renfrew-collingwood/3872-nanaimo-st,Single Family Residence,2418 sqft,Residential,Yes,"$6,653",R2947480,"$1,988,000"," 3872 Nanaimo St, Vancouver, British Columbia",2,4,2,1968
